ticker,f_rsi2,f_rsi14,f_atr_pct,f_pullback,f_vs_sma50,f_vs_sma200,f_trend_spread,f_adx,f_dvol_musd,f_down_days,signal_date,entry_date,exit_date,days,entry,stop,exit,stop_dist_pct,r,gross_pct,mae_pct,reason,score,cost_pct_margin
ORCL,11.1,45.1,2.01,5.86,3.13,24.76,20.97,36.6,999.0,1,2024-10-31,2024-11-01,2024-11-15,11,170.88,165.82,182.41,2.96,1.743,6.74,-1.26,stop,81.2,4.3
GS,11.3,48.9,1.95,3.47,1.8,13.06,11.07,17.3,991.0,2,2024-11-04,2024-11-05,2024-11-21,13,518.05,503.06,596.11,2.89,3.185,15.07,-1.05,tiempo,57.0,4.9
AAPL,2.4,38.3,1.87,6.12,-2.21,9.74,12.23,15.5,9599.0,3,2024-11-04,2024-11-05,2024-11-21,13,222.79,216.57,228.52,2.79,0.745,2.57,-0.74,tiempo,75.6,4.9
MAR,8.2,48.9,1.86,3.45,3.58,6.07,2.41,27.5,316.0,2,2024-11-04,2024-11-05,2024-11-21,13,256.69,248.6,283.44,3.15,2.247,10.42,-1.02,tiempo,46.8,4.9
APP,6.7,62.5,3.53,7.62,23.28,84.87,49.95,54.0,547.0,3,2024-11-04,2024-11-05,2024-11-21,13,162.45,154.01,318.24,5.19,9.89,95.9,-1.19,tiempo,68.5,4.9
VRT,3.6,49.5,3.8,7.06,9.06,25.21,14.81,25.2,726.0,3,2024-11-04,2024-11-05,2024-11-15,9,107.49,101.43,118.64,5.64,1.605,10.38,-0.41,stop,73.4,3.7
META,8.6,44.0,2.35,5.49,0.7,11.53,10.75,26.3,6760.0,3,2024-11-04,2024-11-05,2024-11-15,9,568.69,548.91,568.69,3.48,0.644,0.0,-2.38,stop,70.3,3.7
TSLA,5.2,51.2,4.41,9.79,3.46,19.83,15.82,24.6,19556.0,3,2024-11-04,2024-11-05,2024-11-14,8,248.9,209.97,318.88,15.64,1.627,28.12,-1.08,stop,66.3,3.4
COHR,5.2,42.8,3.89,13.1,2.77,31.94,28.38,26.2,209.0,3,2024-11-04,2024-11-05,2024-11-14,8,93.39,88.08,100.12,5.68,1.325,7.21,-2.02,stop,62.1,3.4
NOK,5.3,42.9,2.2,9.9,-0.03,13.68,13.71,18.8,103.0,2,2024-11-13,2024-11-14,2024-11-19,4,4.47,4.32,4.32,3.3,-1.067,-3.3,-0.89,stop,72.5,2.2
GOOGL,6.9,51.8,2.21,5.03,4.15,5.63,1.42,30.4,4891.0,3,2024-11-15,2024-11-18,2024-11-21,4,174.14,167.25,167.25,3.96,-1.056,-3.96,-0.71,stop,48.1,2.2
TXN,4.8,43.9,2.66,8.7,-1.6,5.92,7.64,14.2,1259.0,2,2024-11-15,2024-11-18,2024-11-20,3,204.77,196.76,196.76,3.91,-1.049,-3.91,-1.85,stop,65.8,1.9
DELL,8.2,53.8,3.67,4.96,7.01,9.13,1.99,27.5,877.0,3,2024-11-15,2024-11-18,2024-11-27,8,136.16,128.73,124.92,5.45,-0.069,-8.25,-2.88,gap,39.5,3.4
GE,9.8,44.6,2.54,8.91,-2.94,10.43,13.78,21.6,952.0,2,2024-11-15,2024-11-18,2024-12-05,13,177.92,170.55,172.91,4.14,-0.798,-2.82,-2.93,tiempo,64.7,4.9
PANW,13.9,58.8,2.47,3.82,7.54,18.97,10.63,32.4,742.0,2,2024-11-15,2024-11-18,2024-12-05,13,196.5,177.04,201.51,9.9,0.208,2.55,-4.53,tiempo,48.0,4.9
COST,6.7,51.6,1.73,3.89,1.05,10.77,9.62,24.4,1609.0,2,2024-11-15,2024-11-18,2024-12-05,13,920.55,873.59,982.26,5.1,1.311,6.7,-1.46,tiempo,63.2,4.9
COHR,9.2,46.3,5.12,13.33,1.77,33.22,30.9,24.2,268.0,2,2024-11-18,2024-11-19,2024-11-27,7,98.19,90.52,98.19,7.81,0.71,0.0,-4.78,stop,52.6,3.1
NOW,8.1,59.2,2.28,4.1,7.48,24.53,15.86,31.8,1355.0,3,2024-11-18,2024-11-19,2024-12-06,13,204.24,190.75,224.87,6.6,1.441,10.1,-2.72,tiempo,64.6,4.9
GLW,3.3,46.3,2.2,5.28,1.29,19.67,18.15,30.3,243.0,3,2024-11-18,2024-11-19,2024-12-06,13,46.69,45.16,49.56,3.28,1.538,6.15,-1.84,tiempo,81.0,4.9
NVDA,7.5,50.9,3.28,5.86,6.46,28.27,20.49,17.8,29013.0,2,2024-11-18,2024-11-19,2024-11-22,4,141.55,134.65,141.55,4.88,0.705,0.0,-0.6,stop,68.7,2.2
AMZN,12.2,54.2,2.58,5.79,5.22,10.11,4.64,24.5,9032.0,3,2024-11-18,2024-11-19,2024-12-06,13,204.67,194.95,227.03,4.75,1.797,10.92,-4.36,tiempo,47.3,4.9
META,4.4,39.9,2.52,6.55,-2.58,8.39,11.26,18.0,8017.0,2,2024-11-18,2024-11-19,2024-12-06,13,559.9,538.97,623.77,3.74,2.145,11.41,-1.94,tiempo,73.9,4.9
LITE,11.8,63.0,4.3,8.54,20.32,51.19,25.65,32.1,152.0,3,2024-11-18,2024-11-19,2024-12-06,13,82.03,63.91,92.84,22.09,0.575,13.18,-3.69,tiempo,54.3,4.9
IGV,13.3,66.0,1.67,3.16,9.41,17.5,7.39,31.4,416.0,3,2024-11-18,2024-11-19,2024-12-06,13,101.77,92.64,110.05,8.97,0.852,8.14,-1.92,tiempo,38.4,4.9
GOOGL,6.5,40.7,2.7,9.28,-1.72,0.47,2.22,26.2,5458.0,3,2024-11-22,2024-11-25,2024-12-12,13,166.46,159.8,191.96,4.0,2.541,15.32,-0.51,tiempo,52.6,4.9
NVDA,14.1,43.5,3.92,9.09,0.06,21.12,21.05,14.8,32883.0,2,2024-11-27,2024-11-29,2024-12-17,13,137.22,129.27,129.09,5.8,-1.107,-5.92,-4.96,gap,67.6,4.9
VRT,7.0,54.3,5.0,10.28,11.84,39.87,25.07,30.0,902.0,3,2024-11-27,2024-11-29,2024-12-17,13,130.67,117.37,120.69,10.18,-0.798,-7.64,-8.78,tiempo,55.5,4.9
TSLA,17.1,60.8,5.2,5.58,23.01,55.52,26.43,40.2,33699.0,3,2024-11-27,2024-11-29,2024-12-17,13,342.55,305.76,479.86,10.74,2.57,40.08,-2.31,tiempo,50.9,4.9
MS,6.0,56.3,2.09,3.7,7.98,27.22,17.82,38.4,953.0,3,2024-12-04,2024-12-05,2024-12-10,4,131.2,127.13,127.13,3.1,-1.071,-3.1,-2.19,stop,65.2,2.2
BRK-B,5.3,49.3,1.49,3.06,1.21,8.4,7.1,22.9,1992.0,3,2024-12-04,2024-12-05,2024-12-10,4,471.34,460.88,460.88,2.22,-1.099,-2.22,-1.68,stop,57.2,2.2
MP,18.5,50.4,5.96,14.67,4.82,26.19,20.39,26.6,63.0,3,2024-12-06,2024-12-09,2024-12-17,7,20.47,18.3,18.3,10.62,-1.029,-10.62,-9.23,stop,33.3,3.1
LNG,5.3,49.7,2.2,5.79,6.0,20.92,14.08,37.3,352.0,3,2024-12-10,2024-12-11,2024-12-17,5,216.03,208.99,208.99,3.26,-1.077,-3.26,-2.84,stop,68.0,2.5
ORCL,11.4,43.2,3.32,7.63,-1.06,23.2,24.52,25.7,1786.0,2,2024-12-10,2024-12-11,2024-12-18,6,178.0,169.15,169.15,4.97,-1.056,-4.97,-4.9,stop,86.4,2.8
GLW,3.9,46.3,1.88,4.28,0.58,18.73,18.04,25.6,196.0,3,2024-12-11,2024-12-12,2024-12-18,5,48.68,47.33,47.33,2.76,-1.09,-2.76,-2.42,stop,77.0,2.5
JPM,2.9,45.4,1.7,4.77,1.69,13.43,11.54,30.0,1867.0,3,2024-12-17,2024-12-18,2024-12-18,1,239.02,232.96,232.96,2.54,-1.051,-2.54,0.0,stop,72.5,1.3
JPM,36.5,39.5,1.95,6.92,-0.94,10.63,11.69,30.1,1943.0,2,2024-12-19,2024-12-20,2025-01-10,13,236.36,228.62,239.87,3.27,0.304,1.49,-2.02,tiempo,79.4,4.9
MSFT,13.3,51.4,1.83,3.84,2.48,2.95,0.46,27.5,9330.0,2,2024-12-19,2024-12-20,2024-12-20,1,443.18,431.2,431.2,2.7,-1.048,-2.7,0.0,stop,36.4,1.3
GS,20.2,35.8,2.36,8.97,-1.83,14.25,16.38,26.4,1165.0,2,2024-12-19,2024-12-20,2025-01-10,13,567.0,541.88,560.0,4.43,-0.389,-1.23,-2.4,tiempo,78.6,4.9
MAR,22.5,44.8,1.9,4.64,0.98,12.44,11.35,23.7,335.0,2,2024-12-19,2024-12-20,2025-01-02,8,282.79,274.83,274.83,2.81,-1.121,-2.81,-2.11,stop,70.8,3.4
CRM,5.6,48.3,3.08,8.6,4.68,19.75,14.4,28.9,2716.0,3,2024-12-19,2024-12-20,2025-01-02,8,343.53,328.01,328.01,4.52,-1.075,-4.52,-3.61,stop,70.7,3.4
LNG,2.3,40.0,2.2,8.84,0.89,15.69,14.67,27.5,335.0,2,2024-12-19,2024-12-20,2025-01-10,13,209.3,202.49,225.22,3.25,1.769,7.61,-2.16,tiempo,81.2,4.9
AVGO,27.4,63.0,5.31,12.67,21.81,39.22,14.29,30.7,7838.0,3,2024-12-19,2024-12-20,2025-01-10,13,228.05,167.01,224.31,26.77,-0.08,-1.64,-4.01,tiempo,37.9,4.9
IGV,17.0,43.8,2.07,7.71,1.59,15.07,13.27,27.3,655.0,2,2024-12-19,2024-12-20,2024-12-20,1,103.48,100.32,100.32,3.05,-1.043,-3.05,0.0,stop,79.2,1.3
COST,1.5,43.9,1.88,4.5,1.66,11.99,10.16,31.4,2160.0,3,2024-12-23,2024-12-24,2024-12-30,4,954.26,927.41,927.41,2.81,-1.078,-2.81,-2.33,stop,72.2,2.2
MSFT,8.3,49.7,1.89,4.23,1.87,2.47,0.58,24.3,10203.0,3,2024-12-23,2024-12-24,2024-12-30,4,437.65,425.3,425.3,2.82,-1.078,-2.82,-2.58,stop,45.8,2.2
TSLA,14.2,54.6,5.48,13.01,21.86,75.65,44.14,47.2,38500.0,3,2024-12-30,2024-12-31,2025-01-02,2,427.0,392.68,390.1,8.04,-1.095,-8.64,-5.73,gap,38.9,1.6
AMZN,11.6,52.3,2.36,4.99,5.77,16.77,10.41,24.5,8244.0,3,2024-12-30,2024-12-31,2025-01-21,13,223.0,215.17,230.71,3.51,0.845,3.46,-3.05,tiempo,54.4,4.9
MS,29.1,47.6,2.12,3.62,-0.75,18.9,19.8,23.1,744.0,3,2024-12-31,2025-01-02,2025-01-22,13,126.83,119.76,136.0,5.58,1.31,7.23,-3.45,tiempo,62.9,4.9
IBM,9.6,42.7,1.95,7.65,-0.46,11.39,11.91,19.9,898.0,3,2024-12-31,2025-01-02,2025-01-13,7,221.82,215.37,215.37,2.91,-1.107,-2.91,-2.26,stop,70.9,3.1
COST,2.8,32.6,1.9,7.88,-2.46,7.36,10.06,32.2,2063.0,3,2024-12-31,2025-01-02,2025-01-22,13,924.74,898.69,944.7,2.82,0.592,2.16,-2.46,tiempo,70.8,4.9
SNOW,5.1,43.1,3.8,17.21,4.78,11.82,6.72,23.4,944.0,3,2024-12-31,2025-01-02,2025-01-22,13,157.0,148.19,177.49,5.61,1.826,13.05,-1.3,tiempo,39.0,4.9
NOW,6.8,45.5,2.5,7.69,1.96,24.31,21.92,21.3,1304.0,3,2024-12-31,2025-01-02,2025-01-10,6,214.7,206.75,206.75,3.71,-1.076,-3.71,-3.03,stop,83.5,2.8
META,7.5,44.1,2.53,7.46,-0.39,10.88,11.31,20.5,7600.0,3,2024-12-31,2025-01-02,2025-01-14,8,593.97,571.73,593.97,3.74,0.659,0.0,-1.04,stop,76.3,3.4
MRVL,9.1,53.8,4.63,11.48,12.96,43.58,27.1,30.5,2166.0,3,2024-12-31,2025-01-02,2025-01-22,13,112.25,103.36,125.21,7.92,1.417,11.55,-1.78,tiempo,51.6,4.9
TSM,7.7,50.0,2.93,4.76,1.07,15.87,14.64,9.2,2369.0,3,2024-12-31,2025-01-02,2025-01-10,6,201.78,190.82,205.89,5.43,0.886,2.04,-2.52,stop,74.2,2.8
IGV,5.3,40.7,2.12,9.02,-1.25,12.66,14.09,29.8,600.0,3,2024-12-31,2025-01-02,2025-01-08,5,101.44,98.26,98.26,3.14,-1.08,-3.14,-2.78,stop,74.1,2.5
BB,19.9,71.5,5.12,4.55,39.21,44.8,4.02,52.7,57.0,3,2024-12-31,2025-01-02,2025-01-22,13,3.88,2.92,4.09,24.71,0.199,5.41,-6.7,tiempo,30.0,4.9
GOOGL,6.6,55.3,2.5,3.74,6.4,11.69,4.97,27.9,5858.0,3,2024-12-31,2025-01-02,2025-01-22,13,191.96,184.27,198.37,4.0,0.712,3.34,-2.4,tiempo,48.5,4.9
NFLX,5.5,47.8,2.31,5.32,3.66,26.06,21.6,23.6,2501.0,3,2025-01-02,2025-01-03,2025-01-10,5,89.86,86.79,86.64,3.42,-1.122,-3.58,-3.28,gap,77.9,2.5
AAPL,2.0,45.3,1.76,6.05,2.29,13.67,11.12,36.7,11786.0,3,2025-01-03,2025-01-06,2025-01-10,4,244.31,237.89,237.89,2.63,-1.084,-2.63,-1.74,stop,75.8,2.2
VRT,12.4,50.5,5.3,7.51,-0.0,25.94,25.94,15.8,690.0,3,2025-01-13,2025-01-14,2025-01-27,9,126.13,110.92,117.05,12.06,0.421,-7.2,-0.33,gap,70.8,3.7
ARM,14.9,49.5,5.07,9.77,-0.8,0.85,1.66,13.9,697.0,2,2025-01-13,2025-01-14,2025-01-27,9,139.79,121.72,148.9,12.92,0.974,6.52,-1.24,gap,31.5,3.7
GLW,7.7,41.6,1.96,4.18,-2.75,11.94,15.1,18.1,187.0,3,2025-01-13,2025-01-14,2025-01-27,9,46.9,45.53,51.35,2.92,2.246,9.49,-0.09,gap,63.3,3.7
AAPL,3.7,34.6,2.04,9.51,-1.81,8.63,10.63,30.6,12102.0,2,2025-01-13,2025-01-14,2025-01-21,5,234.75,227.56,224.0,3.06,-1.577,-4.58,-2.86,gap,68.4,2.5
LITE,10.2,46.3,4.73,10.13,-0.21,39.49,39.78,17.4,124.0,3,2025-01-13,2025-01-14,2025-01-27,9,85.1,79.16,88.73,6.98,1.002,4.27,-0.53,gap,64.3,3.7
GE,45.4,68.9,2.62,3.17,10.23,13.66,3.12,31.8,1101.0,3,2025-01-28,2025-01-29,2025-02-14,13,196.55,171.38,208.27,12.81,0.427,5.96,-0.82,tiempo,33.4,4.9
AVGO,23.6,41.2,5.58,15.26,1.05,22.84,21.57,33.1,6768.0,1,2025-01-28,2025-01-29,2025-02-14,13,209.95,192.61,233.04,8.26,1.356,11.0,-3.42,tiempo,61.3,4.9
SOFI,13.3,50.5,5.77,11.31,2.24,63.36,59.78,20.6,733.0,2,2025-01-29,2025-01-30,2025-02-06,6,16.34,14.81,14.81,9.39,-1.03,-9.39,-8.87,stop,53.3,2.8
TSLA,4.8,44.6,5.33,9.14,-1.43,49.8,51.96,18.4,29848.0,2,2025-01-29,2025-01-30,2025-02-03,3,410.78,379.65,379.65,7.58,-1.025,-7.58,-6.42,stop,73.9,1.9
NOK,10.1,46.1,2.4,5.33,0.55,7.33,6.74,11.3,71.0,3,2025-01-29,2025-01-30,2025-02-18,13,4.83,4.39,4.99,9.14,0.309,3.31,-6.0,tiempo,57.2,4.9
MP,9.3,56.4,5.05,4.13,7.26,26.59,18.03,18.5,57.0,3,2025-01-29,2025-01-30,2025-02-18,13,21.14,19.51,23.45,7.71,1.394,10.92,-1.0,tiempo,49.6,4.9
CRM,15.8,51.9,3.03,5.75,0.14,18.81,18.65,20.8,2114.0,3,2025-02-03,2025-02-04,2025-02-12,7,345.62,320.39,319.55,7.3,-1.076,-7.54,-7.05,gap,71.0,3.1
LNG,12.4,41.2,3.22,14.27,-2.54,15.12,18.11,21.6,586.0,2,2025-02-07,2025-02-10,2025-02-12,3,219.43,208.92,208.92,4.79,-1.04,-4.79,-1.68,stop,48.1,1.9
IBM,9.2,60.9,2.64,5.74,8.1,22.6,13.42,29.7,1298.0,3,2025-02-10,2025-02-11,2025-02-28,13,251.95,220.45,252.44,12.5,-0.024,0.19,-2.15,tiempo,65.2,4.9
ARM,8.4,50.9,5.5,13.63,6.54,10.85,4.05,26.0,1249.0,3,2025-02-12,2025-02-13,2025-02-21,6,157.9,145.07,145.07,8.13,-1.034,-8.13,-6.57,stop,24.6,2.8
GLW,11.2,54.4,2.99,4.13,5.11,19.09,13.3,24.9,344.0,2,2025-02-12,2025-02-13,2025-02-28,11,52.43,48.47,48.47,7.55,-1.057,-7.55,-6.71,stop,55.0,4.3
TSM,9.0,46.1,3.84,10.15,-1.41,11.76,13.36,11.7,3789.0,2,2025-02-13,2025-02-14,2025-02-25,7,202.3,190.66,190.65,5.75,-1.055,-5.76,-5.36,gap,61.7,3.1
COST,12.9,57.5,1.77,3.88,5.79,15.29,8.97,36.2,1967.0,1,2025-02-21,2025-02-24,2025-03-07,10,1036.21,1008.73,995.15,2.65,-1.645,-3.96,-1.68,gap,44.6,4.0
MS,3.2,37.6,2.64,8.14,-1.86,14.26,16.43,20.6,753.0,3,2025-02-25,2025-02-26,2025-03-04,5,131.29,125.7,125.7,4.26,-1.059,-4.26,-2.71,stop,81.0,2.5
META,0.8,40.3,2.94,10.75,1.43,17.46,15.8,41.2,12037.0,3,2025-02-25,2025-02-26,2025-03-04,5,668.0,638.0,638.0,4.49,-1.056,-4.49,-3.8,stop,79.3,2.5
NFLX,3.3,47.7,2.84,7.69,3.61,27.63,23.18,33.1,3691.0,3,2025-02-25,2025-02-26,2025-03-04,5,99.44,94.95,94.95,4.52,-1.055,-4.52,-3.64,stop,83.3,2.5
PANW,5.2,45.6,3.57,9.73,-0.07,6.87,6.95,17.2,1249.0,3,2025-02-25,2025-02-26,2025-03-04,5,189.74,179.68,179.68,5.3,-1.047,-5.3,-3.94,stop,62.1,2.5
RACE,4.8,45.5,2.66,9.38,2.82,3.62,0.78,29.8,220.0,2,2025-02-27,2025-02-28,2025-03-06,5,467.59,449.19,446.0,3.94,-1.237,-4.62,-3.13,gap,48.9,2.5
NOK,11.5,49.7,2.11,4.19,3.15,12.43,8.99,21.0,97.0,3,2025-02-28,2025-03-03,2025-03-19,13,5.09,4.71,5.36,7.47,0.644,5.3,-4.32,tiempo,49.9,4.9
AAPL,18.4,45.5,2.58,4.6,-1.51,4.03,5.63,19.7,10678.0,3,2025-03-05,2025-03-06,2025-03-10,3,236.55,227.43,227.43,3.86,-1.049,-3.86,-1.43,stop,47.7,1.9
GE,10.5,40.5,3.05,8.73,-0.2,8.49,8.71,24.5,955.0,3,2025-03-10,2025-03-11,2025-03-27,13,192.21,183.43,205.88,4.57,1.421,7.11,-2.02,tiempo,62.2,4.9
MP,13.2,57.9,5.36,3.47,11.38,46.12,31.19,21.0,86.0,3,2025-03-21,2025-03-24,2025-04-04,10,26.22,22.88,22.88,12.72,-1.031,-12.72,-10.72,stop,43.0,4.0
NOK,3.2,53.4,2.09,4.06,5.34,18.25,12.26,24.7,129.0,2,2025-03-27,2025-03-28,2025-04-03,5,5.3,5.14,5.12,3.07,-1.187,-3.4,-2.26,gap,62.2,2.5
IBM,12.7,44.3,2.75,6.71,-1.93,12.3,14.51,12.4,1175.0,2,2025-03-28,2025-03-31,2025-04-04,5,247.57,235.88,235.88,4.72,-1.053,-4.72,-2.05,stop,69.2,2.5
LNG,14.5,52.5,2.9,3.15,0.82,13.37,12.44,16.5,429.0,2,2025-03-28,2025-03-31,2025-04-04,5,226.63,216.8,209.0,4.34,-1.851,-7.78,-3.06,gap,55.4,2.5
GE,13.3,48.1,2.77,5.65,-0.59,11.2,11.85,18.0,1009.0,2,2025-03-31,2025-04-01,2025-04-03,3,201.57,193.24,189.84,4.13,-1.454,-5.82,-1.56,gap,64.8,1.9
BRK-B,3.5,36.9,2.85,8.8,-1.59,6.06,7.77,35.9,3051.0,3,2025-04-07,2025-04-08,2025-04-25,13,509.03,459.3,530.96,9.77,0.391,4.31,-4.88,tiempo,67.0,4.9
NFLX,7.5,59.8,3.19,4.02,12.09,29.78,15.79,30.6,5728.0,3,2025-05-12,2025-05-13,2025-05-30,13,113.0,107.68,120.72,4.71,1.372,6.83,-2.1,tiempo,63.7,4.9
LNG,3.4,46.4,2.69,4.29,0.38,8.77,8.36,10.1,392.0,3,2025-05-22,2025-05-23,2025-06-09,11,229.32,220.11,232.19,4.01,0.799,1.25,-1.8,stop,68.2,4.3
RIVN,17.4,62.4,5.1,7.62,21.24,25.26,3.31,25.0,579.0,3,2025-05-23,2025-05-27,2025-06-02,5,15.94,14.06,14.06,11.82,-1.021,-11.82,-9.6,stop,37.7,2.5
MSTR,9.2,45.0,5.89,13.6,5.1,26.69,20.55,24.6,5805.0,2,2025-05-28,2025-05-29,2025-06-16,13,370.79,338.62,382.25,8.68,0.3,3.09,-3.14,tiempo,46.1,4.9
NOK,6.4,51.1,2.07,3.51,1.75,11.41,9.49,14.4,85.0,3,2025-05-30,2025-06-02,2025-06-18,13,5.24,5.08,5.17,3.09,-0.591,-1.34,-2.29,tiempo,58.0,4.9
BB,32.8,57.3,4.54,4.12,8.98,17.75,8.04,23.8,53.0,3,2025-05-30,2025-06-02,2025-06-18,13,4.0,3.69,4.32,7.65,0.982,8.0,-3.25,tiempo,31.8,4.9
NFLX,8.9,57.2,2.28,3.75,10.0,32.09,20.08,30.8,3659.0,3,2025-06-10,2025-06-11,2025-06-30,13,122.75,117.08,133.91,4.62,1.628,9.09,-2.57,tiempo,63.0,4.9
RACE,6.3,39.9,1.73,7.13,-0.22,1.44,1.67,15.2,159.0,3,2025-06-13,2025-06-16,2025-06-23,5,468.11,456.07,454.13,2.57,-1.258,-2.99,-2.2,gap,60.4,2.5
GE,12.0,51.7,2.48,7.44,10.11,22.56,11.3,40.7,1559.0,2,2025-06-13,2025-06-16,2025-07-02,12,238.0,229.2,246.23,3.7,1.093,3.46,-2.42,stop,62.0,4.6
MSTR,5.1,45.1,4.37,8.36,0.04,20.72,20.67,12.7,4270.0,3,2025-06-18,2025-06-20,2025-07-09,13,374.91,350.72,415.41,6.45,1.511,10.8,-4.3,tiempo,79.7,4.9
COST,4.1,37.7,1.84,7.75,-2.47,1.86,4.44,19.4,2101.0,3,2025-06-18,2025-06-20,2025-07-09,13,983.99,957.02,982.09,2.74,-0.249,-0.19,-1.19,tiempo,59.8,4.9
LNG,12.8,47.2,2.58,4.83,-0.2,7.95,8.17,10.4,488.0,3,2025-06-23,2025-06-24,2025-07-11,13,238.38,226.57,235.23,4.95,-0.366,-1.32,-3.79,tiempo,57.8,4.9
COIN,17.2,64.0,5.65,10.6,32.95,40.27,5.5,33.5,4921.0,3,2025-07-01,2025-07-02,2025-07-21,13,353.4,244.89,413.63,30.7,0.539,17.04,-4.17,tiempo,33.3,4.9
LITE,13.5,65.1,3.94,4.02,19.37,22.35,2.5,42.3,201.0,2,2025-07-02,2025-07-03,2025-07-22,13,91.29,85.86,99.63,5.95,1.435,9.14,-2.59,tiempo,33.4,4.9
GS,15.4,67.0,2.04,3.75,12.37,20.14,6.91,36.5,1628.0,3,2025-07-09,2025-07-10,2025-07-28,13,704.34,657.95,723.65,6.59,0.342,2.74,-1.85,tiempo,41.8,4.9
STX,9.5,64.1,2.67,6.54,19.22,40.11,17.52,61.4,594.0,3,2025-07-09,2025-07-10,2025-07-28,13,145.92,135.52,150.46,7.13,0.368,3.11,-2.38,tiempo,69.0,4.9
NFLX,12.2,48.4,2.31,7.02,2.38,28.14,25.16,18.4,3778.0,2,2025-07-11,2025-07-14,2025-07-18,5,126.1,121.79,121.79,3.42,-1.073,-3.42,-1.67,stop,77.0,2.5
IGV,7.3,50.5,1.66,3.54,2.42,8.49,5.93,17.7,445.0,2,2025-07-11,2025-07-14,2025-07-30,13,108.99,106.32,112.72,2.45,1.248,3.42,-1.27,tiempo,50.3,4.9
ARM,7.2,48.3,3.94,12.64,5.02,6.43,1.34,27.1,724.0,2,2025-07-14,2025-07-15,2025-07-31,13,148.38,139.56,148.35,5.94,0.666,-0.02,-1.36,gap,29.5,4.9
BB,3.1,42.9,4.97,17.25,-1.04,10.81,11.97,23.1,89.0,2,2025-07-14,2025-07-15,2025-07-29,11,4.08,3.78,3.78,7.37,-1.058,-7.37,-6.13,stop,48.7,4.3
ORCL,11.9,67.6,3.17,3.39,23.55,34.59,8.93,58.3,4056.0,3,2025-07-14,2025-07-15,2025-07-31,13,232.41,214.86,253.77,7.55,1.294,9.19,-1.38,tiempo,48.8,4.9
MS,14.7,55.8,1.92,3.02,5.45,11.36,5.6,36.4,860.0,2,2025-07-16,2025-07-17,2025-08-04,13,140.0,134.72,141.36,3.77,0.128,0.97,-2.74,tiempo,34.3,4.9
MU,8.4,43.6,3.79,11.45,3.86,14.85,10.58,33.1,3353.0,2,2025-07-17,2025-07-18,2025-07-31,10,114.24,107.8,107.8,5.64,-1.071,-5.64,-5.35,stop,57.3,4.0
SNOW,19.7,48.6,2.62,6.29,3.42,27.33,23.13,25.0,837.0,3,2025-07-17,2025-07-18,2025-08-01,11,214.03,205.72,215.7,3.88,0.74,0.78,-1.7,stop,68.0,4.3
IBM,10.3,49.1,1.68,4.34,2.87,15.6,12.37,21.7,1031.0,2,2025-07-17,2025-07-18,2025-07-24,5,283.46,276.37,261.25,2.5,-3.231,-7.84,-0.78,gap,59.9,2.5
F,10.2,50.2,2.4,6.3,3.62,8.29,4.51,23.3,989.0,2,2025-07-18,2025-07-21,2025-07-30,8,11.26,10.86,10.86,3.57,-1.095,-3.57,-1.78,stop,53.6,3.4
AMAT,7.2,58.3,2.42,4.44,8.92,11.27,2.16,28.0,1344.0,3,2025-07-18,2025-07-21,2025-07-22,2,193.57,186.66,186.66,3.57,-1.045,-3.57,-1.44,stop,45.6,1.6
TSM,17.1,59.2,2.43,4.48,10.19,20.73,9.56,34.4,2860.0,3,2025-07-22,2025-07-23,2025-08-08,13,238.52,225.17,241.83,5.6,0.16,1.39,-4.07,tiempo,48.9,4.9
SOFI,17.3,68.7,4.42,5.02,29.75,49.24,15.02,53.7,1448.0,3,2025-07-22,2025-07-23,2025-07-30,6,21.21,19.43,20.83,8.37,0.61,-1.79,-2.07,gap,51.5,2.8
VRT,21.9,54.4,4.58,4.45,8.02,14.92,6.38,19.7,901.0,3,2025-07-22,2025-07-23,2025-08-08,13,127.91,108.91,139.93,14.85,0.6,9.4,-0.42,tiempo,33.4,4.9
SMCI,5.6,54.9,4.91,6.31,11.05,29.44,16.56,23.5,1999.0,3,2025-07-22,2025-07-23,2025-08-01,8,51.86,47.88,55.33,7.67,1.141,6.68,-2.47,stop,66.0,3.4
COIN,15.4,65.5,5.18,5.23,29.02,55.78,20.74,42.5,6226.0,3,2025-07-23,2025-07-24,2025-08-01,7,404.25,364.88,335.14,9.74,-1.787,-17.1,-9.53,gap,50.0,3.1
AMAT,14.6,51.5,2.49,6.16,5.75,9.37,3.42,24.1,1229.0,2,2025-07-23,2025-07-24,2025-07-31,6,189.4,182.41,177.88,3.69,-1.724,-6.08,-2.8,gap,41.9,2.8
LRCX,10.8,51.6,2.64,4.56,6.0,21.91,15.01,19.3,932.0,2,2025-07-23,2025-07-24,2025-07-31,6,98.38,94.53,91.02,3.91,-1.984,-7.48,-2.09,gap,60.7,2.8
MSTR,10.0,47.9,4.14,10.97,2.17,19.77,17.22,19.0,5375.0,2,2025-07-25,2025-07-28,2025-07-29,2,416.95,391.72,391.72,6.05,-1.026,-6.05,-3.24,stop,60.8,1.6
META,10.6,44.6,2.06,5.13,0.16,10.82,10.64,17.7,7852.0,2,2025-07-30,2025-07-31,2025-08-18,13,775.2,688.33,767.37,11.21,-0.134,-1.01,-3.86,tiempo,66.3,4.9
